,iyear,imonth,iday,provstate,attacktype1_txt,targtype1_txt,weaptype1_txt,nwound,nkill
166399,2016,8,12,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,4.0,0.0
166405,2016,8,12,Madhya Pradesh,Assassination,Government (General),Firearms,0.0,0.0
166406,2016,8,12,Jharkhand,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166412,2016,8,12,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166413,2016,8,12,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0
166414,2016,8,12,Nagaland,Facility/Infrastructure Attack,Business,Unknown,0.0,0.0
166426,2016,8,13,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,16.0,0.0
166436,2016,8,13,Chhattisgarh,Unknown,Police,Unknown,2.0,0.0
166469,2016,8,14,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166470,2016,8,14,Assam,Bombing/Explosion,Military,Explosives,0.0,0.0
166479,2016,8,14,Chhattisgarh,Armed Assault,Police,Firearms,0.0,1.0
166500,2016,8,15,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166502,2016,8,15,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166503,2016,8,15,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166504,2016,8,15,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166505,2016,8,15,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166506,2016,8,15,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166507,2016,8,15,Manipur,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166508,2016,8,15,Manipur,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166510,2016,8,15,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
166515,2016,8,17,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166517,2016,8,15,Jammu and Kashmir,Armed Assault,Military,Firearms,0.0,5.0
166524,2016,8,15,Jammu and Kashmir,Armed Assault,Police,Firearms,3.0,0.0
166527,2016,8,15,Jharkhand,Hostage Taking (Kidnapping),Educational Institution,Unknown,0.0,0.0
166546,2016,8,16,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,5.0,0.0
166549,2016,8,16,Meghalaya,Armed Assault,Educational Institution,Melee,,1.0
166558,2016,8,16,Andhra Pradesh,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,,
166578,2016,8,17,Jammu and Kashmir,Armed Assault,Military,Explosives,3.0,3.0
166593,2016,8,17,Bihar,Assassination,Violent Political Party,Firearms,0.0,1.0
166595,2016,8,17,Chhattisgarh,Unarmed Assault,Private Citizens & Property,Incendiary,,0.0
166615,2016,8,18,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
166627,2016,8,18,Chhattisgarh,Facility/Infrastructure Attack,Transportation,Sabotage Equipment,0.0,0.0
166648,2016,8,19,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166651,2016,8,19,Jammu and Kashmir,Armed Assault,Military,Firearms,3.0,0.0
166653,2016,8,19,Manipur,Bombing/Explosion,Religious Figures/Institutions,Explosives,0.0,0.0
166683,2016,8,20,Chhattisgarh,Facility/Infrastructure Attack,Transportation,Unknown,0.0,0.0
166706,2016,8,21,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166707,2016,8,21,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,0.0
166713,2016,8,20,Arunachal Pradesh,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0
166793,2016,8,23,Himachal Pradesh,Unarmed Assault,Private Citizens & Property,Melee,1.0,0.0
166801,2016,8,24,Jammu and Kashmir,Armed Assault,Police,Explosives,17.0,0.0
166884,2016,8,26,Chhattisgarh,Bombing/Explosion,Police,Explosives,0.0,1.0
166891,2016,8,26,Chhattisgarh,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
166907,2016,8,27,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,1.0
166942,2016,8,28,Assam,Armed Assault,Police,Firearms,0.0,1.0
166949,2016,8,28,Bihar,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0
166967,2016,8,29,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
166968,2016,8,29,Jharkhand,Bombing/Explosion,Unknown,Explosives,0.0,0.0
166974,2016,8,29,Arunachal Pradesh,Armed Assault,Military,Firearms,2.0,0.0
167000,2016,8,30,Jammu and Kashmir,Unknown,Military,Unknown,1.0,1.0
167017,2016,8,30,Bihar,Unarmed Assault,Telecommunication,Incendiary,0.0,0.0
167032,2016,8,31,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
167056,2016,8,31,Jammu and Kashmir,Unknown,Government (General),Unknown,0.0,0.0
167106,2016,9,2,Nagaland,Armed Assault,Military,Firearms,4.0,0.0
167113,2016,9,2,Kerala,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,1.0
167140,2016,9,3,Jharkhand,Bombing/Explosion,Unknown,Explosives,0.0,0.0
167142,2016,9,3,Bihar,Bombing/Explosion,Unknown,Explosives,0.0,0.0
167169,2016,9,4,Manipur,Bombing/Explosion,Unknown,Explosives,0.0,0.0
167179,2016,9,4,Bihar,Hostage Taking (Barricade Incident),Business,Incendiary,,0.0
167221,2016,9,5,Jammu and Kashmir,Facility/Infrastructure Attack,Violent Political Party,Firearms,,0.0
167249,2016,9,6,Chhattisgarh,Armed Assault,Government (General),Firearms,0.0,1.0
167250,2016,9,6,Jharkhand,Unarmed Assault,Private Citizens & Property,Melee,0.0,1.0
167273,2016,9,7,Jammu and Kashmir,Armed Assault,Military,Firearms,3.0,0.0
167274,2016,9,7,Jammu and Kashmir,Facility/Infrastructure Attack,Private Citizens & Property,Firearms,0.0,0.0
167277,2016,9,7,Chhattisgarh,Armed Assault,Police,Firearms,0.0,2.0
167299,2016,9,7,Kerala,Bombing/Explosion,Unknown,Explosives,0.0,0.0
167300,2016,9,7,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
167323,2016,9,8,Jammu and Kashmir,Armed Assault,Police,Explosives,0.0,0.0
167356,2016,9,9,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,0.0
167370,2016,9,9,West Bengal,Bombing/Explosion,Unknown,Explosives,0.0,0.0
167372,2016,9,9,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
167406,2016,9,10,Odisha,Bombing/Explosion,Unknown,Explosives,0.0,0.0
167407,2016,9,10,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
167432,2016,9,11,Tamil Nadu,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,0.0,0.0
167433,2016,9,11,Tamil Nadu,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,0.0,0.0
167434,2016,9,11,Jammu and Kashmir,Hostage Taking (Kidnapping),Police,Explosives,7.0,5.0
167448,2016,9,12,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,10.0,1.0
167458,2016,9,12,Jammu and Kashmir,Armed Assault,Police,Firearms,1.0,0.0
167462,2016,9,12,Tamil Nadu,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
167463,2016,9,12,Tamil Nadu,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,0.0,0.0
167466,2016,9,12,Andhra Pradesh,Bombing/Explosion,Government (General),Explosives,0.0,0.0
167467,2016,9,12,Bihar,Unknown,Journalists & Media,Unknown,0.0,1.0
167512,2016,9,14,Nagaland,Bombing/Explosion,Unknown,Explosives,0.0,0.0
167514,2016,9,14,Jammu and Kashmir,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
167530,2016,9,15,Chhattisgarh,Bombing/Explosion,Military,Explosives,0.0,0.0
167531,2016,9,15,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
167538,2016,9,15,Jharkhand,Unarmed Assault,Government (General),Melee,0.0,1.0
167553,2016,9,16,Jharkhand,Bombing/Explosion,Unknown,Explosives,0.0,0.0
167564,2016,9,16,Tamil Nadu,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,0.0,0.0
167592,2016,9,17,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
167603,2016,9,18,Jammu and Kashmir,Armed Assault,Military,Explosives,17.0,24.0
167630,2016,9,18,Jammu and Kashmir,Facility/Infrastructure Attack,Private Citizens & Property,Firearms,,0.0
167653,2016,9,19,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,0.0
167668,2016,9,19,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,0.0
167670,2016,9,19,Meghalaya,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
167672,2016,9,19,Tamil Nadu,Assassination,Religious Figures/Institutions,Unknown,,0.0
167680,2016,9,19,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
167681,2016,9,19,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
167711,2016,9,20,Meghalaya,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
167735,2016,9,21,Meghalaya,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,,
167860,2016,9,22,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,1.0
167875,2016,9,22,Tamil Nadu,Assassination,Religious Figures/Institutions,Melee,0.0,1.0
167892,2016,9,23,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,,
167893,2016,9,23,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,,
167894,2016,9,23,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,,
167895,2016,9,23,Tamil Nadu,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,0.0,0.0
167902,2016,9,23,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,,
167925,2016,9,24,Jharkhand,Bombing/Explosion,Unknown,Explosives,0.0,0.0
167926,2016,9,24,Assam,Facility/Infrastructure Attack,Private Citizens & Property,Firearms,0.0,0.0
167957,2016,9,25,Tamil Nadu,Facility/Infrastructure Attack,Violent Political Party,Incendiary,0.0,0.0
167958,2016,9,25,Tamil Nadu,Facility/Infrastructure Attack,Violent Political Party,Incendiary,0.0,0.0
167961,2016,9,25,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
167974,2016,9,26,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,5.0,0.0
167980,2016,9,26,Jharkhand,Armed Assault,Private Citizens & Property,Firearms,4.0,3.0
167986,2016,9,26,Odisha,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
168021,2016,9,27,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,0.0,0.0
168024,2016,9,27,Jammu and Kashmir,Bombing/Explosion,Unknown,Explosives,0.0,0.0
168027,2016,9,27,Uttar Pradesh,Unarmed Assault,Religious Figures/Institutions,Melee,0.0,2.0
168046,2016,9,28,Chhattisgarh,Bombing/Explosion,Military,Explosives,2.0,1.0
168047,2016,9,28,Chhattisgarh,Armed Assault,Military,Firearms,0.0,3.0
168049,2016,9,28,Jammu and Kashmir,Armed Assault,Government (General),Firearms,0.0,0.0
168079,2016,9,29,Meghalaya,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,,0.0
168101,2016,9,30,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,0.0
168104,2016,9,30,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,0.0,0.0
168105,2016,9,30,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,2.0,0.0
168106,2016,9,30,Chhattisgarh,Bombing/Explosion,Military,Explosives,1.0,0.0
168107,2016,9,30,Manipur,Bombing/Explosion,Military,Explosives,1.0,0.0
168159,2016,10,1,Bihar,Bombing/Explosion,Transportation,Explosives,0.0,0.0
168169,2016,10,1,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
168170,2016,10,1,Chhattisgarh,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,3.0
168171,2016,10,1,Tamil Nadu,Assassination,Government (General),Explosives,1.0,0.0
168176,2016,10,2,Jammu and Kashmir,Armed Assault,Military,Explosives,1.0,3.0
168192,2016,10,2,Jammu and Kashmir,Assassination,Government (General),Firearms,0.0,1.0
168196,2016,10,2,Manipur,Bombing/Explosion,Unknown,Explosives,0.0,0.0
168214,2016,10,3,Jammu and Kashmir,Hostage Taking (Barricade Incident),Private Citizens & Property,Firearms,0.0,0.0
168235,2016,10,3,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,1.0
168242,2016,10,3,Bihar,Armed Assault,Police,Firearms,0.0,1.0
168248,2016,10,3,Madhya Pradesh,Facility/Infrastructure Attack,Transportation,Incendiary,0.0,0.0
168269,2016,10,4,Jammu and Kashmir,Bombing/Explosion,Government (General),Explosives,0.0,0.0
168273,2016,10,4,Jammu and Kashmir,Armed Assault,Police,Firearms,,
168293,2016,10,4,Jammu and Kashmir,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
168320,2016,10,5,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0
168338,2016,10,6,Jammu and Kashmir,Armed Assault,Military,Explosives,0.0,3.0
168351,2016,10,6,Jharkhand,Bombing/Explosion,Transportation,Explosives,0.0,0.0
168352,2016,10,6,Jharkhand,Hostage Taking (Barricade Incident),Transportation,Firearms,0.0,0.0
168356,2016,10,6,Maharashtra,Bombing/Explosion,Police,Explosives,1.0,0.0
168358,2016,10,6,Manipur,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,,
168377,2016,10,7,Jammu and Kashmir,Armed Assault,Police,Firearms,2.0,1.0
168378,2016,10,7,Jharkhand,Facility/Infrastructure Attack,Private Citizens & Property,Firearms,0.0,0.0
168406,2016,10,8,Jammu and Kashmir,Facility/Infrastructure Attack,Police,Firearms,0.0,0.0
168410,2016,10,8,Jammu and Kashmir,Facility/Infrastructure Attack,Transportation,Incendiary,0.0,0.0
168475,2016,10,10,Jammu and Kashmir,Armed Assault,Government (General),Explosives,2.0,2.0
168490,2016,10,10,Manipur,Hostage Taking (Kidnapping),Business,Firearms,,
168523,2016,10,11,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,12.0,0.0
168530,2016,10,11,Jharkhand,Bombing/Explosion,Transportation,Explosives,0.0,0.0
168531,2016,10,10,Jharkhand,Bombing/Explosion,Transportation,Explosives,0.0,0.0
168532,2016,10,11,Jharkhand,Bombing/Explosion,Transportation,Explosives,0.0,0.0
168539,2016,10,11,Chhattisgarh,Armed Assault,Police,Melee,0.0,1.0
168567,2016,10,12,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
168605,2016,10,13,Tamil Nadu,Bombing/Explosion,Police,Explosives,0.0,0.0
168616,2016,10,13,Uttar Pradesh,Assassination,Government (General),Firearms,0.0,0.0
168623,2016,10,14,Jammu and Kashmir,Armed Assault,Police,Firearms,8.0,1.0
168671,2016,10,15,Assam,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
168672,2016,10,15,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,0.0
168674,2016,10,15,Chhattisgarh,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,1.0
168711,2016,10,16,Jammu and Kashmir,Facility/Infrastructure Attack,Police,Firearms,0.0,0.0
168719,2016,10,16,Jharkhand,Bombing/Explosion,Transportation,Explosives,0.0,0.0
168725,2016,10,16,Odisha,Unarmed Assault,Business,Incendiary,2.0,0.0
168729,2016,10,16,Kerala,Bombing/Explosion,Business,Explosives,3.0,0.0
168730,2016,10,16,Kerala,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
168749,2016,10,17,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,3.0,0.0
168751,2016,10,17,Jammu and Kashmir,Facility/Infrastructure Attack,Police,Firearms,0.0,0.0
168753,2016,10,17,Meghalaya,Assassination,Private Citizens & Property,Firearms,0.0,1.0
168759,2016,10,17,Jammu and Kashmir,Unarmed Assault,Private Citizens & Property,Incendiary,2.0,0.0
168820,2016,10,19,Jammu and Kashmir,Armed Assault,Military,Explosives,1.0,0.0
168823,2016,10,18,Madhya Pradesh,Assassination,Private Citizens & Property,Firearms,0.0,1.0
168825,2016,10,19,Jammu and Kashmir,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0
168826,2016,10,19,Jammu and Kashmir,Armed Assault,Government (General),Firearms,0.0,0.0
168832,2016,10,19,Jammu and Kashmir,Facility/Infrastructure Attack,Business,Unknown,0.0,0.0
168863,2016,10,20,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
168906,2016,10,21,Chhattisgarh,Bombing/Explosion,Police,Explosives,0.0,0.0
168910,2016,10,21,Jharkhand,Unarmed Assault,Business,Incendiary,2.0,0.0
168936,2016,10,22,West Bengal,Bombing/Explosion,Unknown,Explosives,0.0,0.0
168939,2016,10,22,Chhattisgarh,Bombing/Explosion,Police,Explosives,0.0,0.0
168940,2016,10,22,Jharkhand,Bombing/Explosion,Unknown,Explosives,0.0,0.0
168945,2016,10,22,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
168946,2016,10,22,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
168991,2016,10,23,Jammu and Kashmir,Facility/Infrastructure Attack,Police,Firearms,0.0,0.0
168992,2016,10,23,Manipur,Bombing/Explosion,Police,Explosives,1.0,0.0
168994,2016,10,23,Jharkhand,Bombing/Explosion,Unknown,Explosives,0.0,0.0
169021,2016,10,24,Manipur,Assassination,Government (General),Firearms,1.0,0.0
169022,2016,10,24,Jammu and Kashmir,Armed Assault,Government (General),Firearms,0.0,0.0
169023,2016,10,24,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Incendiary,1.0,0.0
169036,2016,10,24,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169037,2016,10,24,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169065,2016,10,25,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
169067,2016,10,25,Assam,Armed Assault,Government (General),Firearms,,0.0
169072,2016,10,26,Manipur,Armed Assault,Police,Firearms,0.0,0.0
169073,2016,10,25,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169074,2016,10,25,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169105,2016,10,26,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
169110,2016,10,26,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
169117,2016,10,26,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169133,2016,10,27,Jammu and Kashmir,Armed Assault,Military,Firearms,0.0,2.0
169134,2016,10,27,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,0.0,0.0
169149,2016,10,27,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169161,2016,10,27,Assam,Armed Assault,Business,Firearms,1.0,0.0
169184,2016,10,28,Chhattisgarh,Bombing/Explosion,Military,Explosives,2.0,0.0
169186,2016,10,28,Jammu and Kashmir,Armed Assault,Military,Firearms,0.0,2.0
169191,2016,10,28,Meghalaya,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0
169195,2016,10,28,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169209,2016,10,28,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,0.0,0.0
169210,2016,10,28,Jammu and Kashmir,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0
169211,2016,10,28,Bihar,Armed Assault,Government (General),Firearms,1.0,0.0
169214,2016,10,28,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
169228,2016,10,29,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
169246,2016,10,29,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169255,2016,10,29,Manipur,Armed Assault,Business,Firearms,1.0,1.0
169282,2016,10,30,Kerala,Bombing/Explosion,Police,Explosives,0.0,0.0
169283,2016,10,30,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169284,2016,10,31,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169289,2016,10,30,Odisha,Assassination,Government (General),Melee,0.0,1.0
169304,2016,10,31,Chhattisgarh,Hostage Taking (Kidnapping),Police,Unknown,,
169306,2016,10,31,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,,2.0
169312,2016,10,31,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
169315,2016,10,31,Jammu and Kashmir,Facility/Infrastructure Attack,Police,Incendiary,0.0,0.0
169323,2016,10,31,Jammu and Kashmir,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0
169349,2016,11,1,Bihar,Armed Assault,Police,Firearms,1.0,0.0
169352,2016,11,1,Kerala,Bombing/Explosion,Government (General),Explosives,0.0,0.0
169412,2016,11,3,Odisha,Bombing/Explosion,Police,Explosives,0.0,0.0
169423,2016,11,3,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169424,2016,11,3,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169425,2016,11,3,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169459,2016,11,4,Meghalaya,Hostage Taking (Kidnapping),Educational Institution,Firearms,,
169460,2016,11,4,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
169464,2016,11,4,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,3.0,0.0
169466,2016,11,4,Chhattisgarh,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
169468,2016,11,4,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169469,2016,11,4,Jammu and Kashmir,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
169493,2016,11,5,Uttar Pradesh,Hostage Taking (Kidnapping),Educational Institution,Firearms,1.0,
169554,2016,11,6,Jharkhand,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0
169557,2016,11,6,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,0.0
169601,2016,11,7,Chhattisgarh,Hostage Taking (Kidnapping),Government (General),Unknown,1.0,
169633,2016,11,8,West Bengal,Bombing/Explosion,Unknown,Explosives,0.0,0.0
169662,2016,11,9,Jammu and Kashmir,Bombing/Explosion,Unknown,Explosives,0.0,0.0
169667,2016,11,9,Madhya Pradesh,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
169702,2016,11,10,Chhattisgarh,Bombing/Explosion,Police,Explosives,0.0,1.0
169703,2016,11,10,Chhattisgarh,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0
169714,2016,11,11,Chhattisgarh,Armed Assault,Police,Melee,0.0,1.0
169731,2016,11,11,Assam,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,0.0,0.0
169736,2016,11,11,Chhattisgarh,Armed Assault,Military,Firearms,0.0,1.0
169737,2016,11,4,Jharkhand,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
169738,2016,11,4,Jharkhand,Bombing/Explosion,Violent Political Party,Explosives,0.0,0.0
169740,2016,11,11,Bihar,Armed Assault,Violent Political Party,Firearms,1.0,1.0
169741,2016,11,11,Kerala,Bombing/Explosion,Violent Political Party,Explosives,2.0,0.0
169775,2016,11,12,Bihar,Assassination,Journalists & Media,Firearms,0.0,1.0
169776,2016,11,12,Bihar,Assassination,Government (General),Firearms,0.0,1.0
169777,2016,11,12,Kerala,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
169778,2016,11,12,Kerala,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
169800,2016,11,13,Chhattisgarh,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,,
169853,2016,11,14,Haryana,Assassination,Government (General),Firearms,1.0,1.0
169870,2016,11,14,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
169944,2016,11,16,Assam,Armed Assault,Private Citizens & Property,Firearms,2.0,1.0
169945,2016,11,16,Assam,Unknown,Private Citizens & Property,Unknown,0.0,1.0
169952,2016,11,16,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,0.0
169986,2016,11,17,Kerala,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
170005,2016,11,18,Odisha,Hostage Taking (Kidnapping),Business,Firearms,0.0,1.0
170006,2016,11,18,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,0.0
170007,2016,11,18,Jammu and Kashmir,Facility/Infrastructure Attack,Private Citizens & Property,Firearms,0.0,0.0
170008,2016,11,18,Jammu and Kashmir,Unarmed Assault,Educational Institution,Melee,1.0,0.0
170022,2016,11,18,Odisha,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0
170027,2016,11,17,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Incendiary,0.0,0.0
170028,2016,11,18,Jammu and Kashmir,Facility/Infrastructure Attack,Educational Institution,Unknown,0.0,0.0
170029,2016,11,18,Jammu and Kashmir,Facility/Infrastructure Attack,Private Citizens & Property,Firearms,0.0,0.0
170030,2016,11,18,Jammu and Kashmir,Armed Assault,Police,Incendiary,0.0,0.0
170046,2016,11,19,Assam,Bombing/Explosion,Military,Explosives,4.0,3.0
170088,2016,11,20,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,1.0
170090,2016,11,20,Manipur,Bombing/Explosion,Military,Explosives,1.0,0.0
170091,2016,11,20,Manipur,Bombing/Explosion,Police,Explosives,2.0,0.0
170119,2016,11,20,Jammu and Kashmir,Bombing/Explosion,Unknown,Explosives,0.0,0.0
170146,2016,11,21,Chhattisgarh,Bombing/Explosion,Police,Explosives,2.0,0.0
170149,2016,11,21,Assam,Hostage Taking (Kidnapping),Business,Firearms,,
170152,2016,11,21,Jammu and Kashmir,Facility/Infrastructure Attack,Business,Firearms,,0.0
170178,2016,11,22,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,1.0
170179,2016,11,22,Chhattisgarh,Bombing/Explosion,Police,Explosives,1.0,0.0
170184,2016,11,22,Jammu and Kashmir,Armed Assault,Military,Firearms,0.0,3.0
170259,2016,11,24,Jammu and Kashmir,Armed Assault,Police,Explosives,0.0,0.0
170272,2016,11,24,Tamil Nadu,Unknown,Private Citizens & Property,Unknown,1.0,0.0
170273,2016,11,24,Tamil Nadu,Armed Assault,Private Citizens & Property,Incendiary,3.0,0.0
170297,2016,11,25,Jammu and Kashmir,Armed Assault,Police,Firearms,1.0,2.0
170300,2016,11,25,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
170302,2016,11,25,Jharkhand,Bombing/Explosion,Private Citizens & Property,Explosives,3.0,0.0
170307,2016,11,25,Chhattisgarh,Armed Assault,Police,Firearms,0.0,1.0
